,Date,ArticleNumber,SectionText,LinkCount,SectionArticleLength,Weekday,Clicks
266,2020-11-19,2,"Minneapolis-based utilities holding company, Xcel Energy, and the Idaho National Laboratory (INL) have formed a private-public partnership to demonstrate clean hydrogen production. As a reminder, most of the hydrogen we use today is produced by the steam reforming of methane. We see green hydrogen in this newsletter quite a bit, but so far we've only ever discussed the low-temperature electrolysis of water. This demonstration will be unique because the hydrogen will be produced by the high-temperature electrolysis of steam at a nuclear power plant. The nuclear power debate has been going on for a while now. If nuclear power plants can also provide cost-effective green hydrogen it may put an end to some of the fighting. In the short-term the hydrogen produced will be used by the power plant, but eventually, it will be sold to other industries (steel, ammonia, etc.).Read the press release here.",9,905,3,96.0
267,2020-11-20,0,"Integrated energy and chemical company based in South Africa, Sasol, has announced that it has started-up its final unit at its $13B Lake Charles Chemicals Complex (LCCP). Remember back in August when Sasol announced they would be starting up its final unit in October? Well, that low-density polyethylene (LDPE) unit is finally up and running. About a month ago LyondellBasell bought into Sasol's LCCP—forming a joint venture that includes this LDPE unit. The unit (using ExxonMobil's technology) will be making 420,000 tons of the plastic used to manufacture ""bags, shrink wrap and stretch film, coatings for paper cups and cartons, container lids, squeezable bottles, and other applications"".Read the press release here.",7,723,4,15.0
268,2020-11-20,1,"Dutch oil major, Shell, has signed an agreement with plastics recycling company, Nexus, to purchase 60,000 tons of pyrolysis oil from plastic waste over the next 4 years. Shell's ambition is ""to use one million tons of plastic waste a year in its global chemical plants by 2025."", so they are officially 1.5% of the way there! In any case, for Shell, the agreement is a ""positive step towards providing our customers with bigger volumes of sustainable, circular chemicals"". Once more pyrolysis oil from plastic waste hits the market you can bet Shell will be looking to buy more. The world's largest petrochemical companies are no stranger to the cracking of liquid hydrocarbons. While it's true that most crackers built in recent years are tuned for ethane (shout out to the shale revolution), these large petrochemical companies remain uniquely capable of utilizing pyrolysis oil from plastic waste. It wasn't too long ago that we saw CPChem looking for a supplier.Read the press release here.",8,995,4,20.0
269,2020-11-20,2,"US-based chemical company, Dow Chemical, and the Al-Hejailan Group have announced the formation of a joint venture to design, build, and operate an emulsion polymers and polyacrylic acid (PAA) plant in Saudi Arabia. PAA is a common synthetic polyelectrolyte typically used as a thickener, dispersing agent, conditioner, emulsifier, ion-exchanger, or clarifying agent. Emulsion polymers are colloidal dispersions (just like milk) of separate polymer particles. Construction should begin sometime next year, so the plant won't start-up until 2023, once it's up and running it will pump out 40,000 tons per year. The two companies are hoping to capitalize on the ""growing customer demand for coatings and water treatment applications"". While the Al-Hejailan Group will operate the plant once it's built, the joint venture is utilizing Dow's technology and Dow will be responsible for bringing the chemicals to market.Read the press release here.",9,942,4,15.0
270,2020-11-23,0,"US-based biotechnology company, Genomatica, has announced that it will be partnering with leading Nylon fiber manufacturer, Aquafil, to build a large-scale demonstration plant to produce 100% renewable Nylon. Genomatica develops fermentation processes to produce intermediate and basic chemicals. Thanks to genetic engineering, microorganisms can be designed to ferment sugars into chemicals other than ethanol. The company then licenses out its process technologies to manufacturing companies (so far they've had success producing 1,4-butanediol and 1,3-butylene glycol). The next chemical Genomatica is looking to bring to commercial scale is the precursor to the production of Nylon. That precursor, caprolactam, is typically refined from crude oil. Aquafil is going to test out the new process by building and operating the demonstration plant at its facility in Slovenia. The material produced at the facility will be sent to Genomatica's brand partners for pre-commercial use.Read the press release here.",8,1010,0,27.0
271,2020-11-23,1,"The Governor of New Jersey, Phil Murphy, has signed legislation banning single-use paper and plastic bags in New Jersey which will become effective May 2022. The bill ""prohibits the use of single-use plastic and paper bags in all stores and food service businesses statewide"". Not all single-use plastics will be banned (as you can see from this infographic), but the new law will be the strongest the US has seen so far. The ban on single-use plastics is something we've probably all heard a thing or two about, but what's up with the ban on paper bags? It really comes down to the fact that paper bags are more energy-intensive to produce and aren't as durable as plastic. This bill is hoping to incentivize the use of reusable bags (plastic or cotton based), as reuse is the best way to reduce environmental impact.Read the press release here.",5,846,0,37.0
272,2020-11-23,2,"French industrial gases giant, Air Liquide, has announced that it will be constructing two biomethane units in Italy. We've read about biomethane (aka RNG) before, but previously it was Chevron looking to take advantage of dairy farm emissions. With 20 biomethane units already installed worldwide, Air Liquide is in it a little deeper than Chevron. The liquefied methane produced by these units will be sent to a local filling station and ""refuel up to 100 trucks per day"". The world consumes something like 40,000 TWh of natural gas each year. These two units produce an equivalent of 50 GWh annually (that's 0.0001%). That may make this news feel insignificant—but just because RNG won't be taking over the world doesn't mean it has no place in it.Read the press release here.",7,779,0,28.0
273,2020-11-24,0,"US-based refiner, Phillips 66, has announced the installation of a new production unit to convert used cooking oil into low-carbon fuel at its only refinery in the UK. The unit, composed of ""two reactors and nearly 2,000 feet of pipework"", was built by a Belgian company nearby and rolled down the road for ""installation and commissioning"". The oversized cargo (the unit is 50 ft tall and about as heavy as The Space Shuttle) will increase the refinery's renewable diesel capacity from 1,000 barrels per day to 3,000. Phillips 66's lead executive in the UK added that the new unit ""highlights the refinery’s commitment and investment to further expand our production of biofuels and reinforces our reputation as the refinery of the future."". It wasn't too long ago that the company announced it would be converting its Rodeo Refinery in California into a renewable fuels plant.Read the press release here.",7,905,1,43.0
274,2020-11-24,1,"Leading chemical process technology licensor, Lummus Technology, and TCG Digital have announced the formation of a new joint venture called Lummus Digital. Lummus Digital will work with Lummus' existing customers (and potential customers) to ""provide big data, advanced analytics, artificial intelligence, process simulations, proprietary know-how and 24/7 advisory services"". Those customers are refining, petrochemical, and gas processing operators (for example, an operations company like Lukoil). Back in June, Lummus Technology was divested by McDermott and sold to The Chartterjee Group (TCG). TCG Digital, the other company that's part of the joint venture, is also part of The Chartterjee Group. The formation of the joint venture combines TCG Digital's capabilities with Lummus's brand name.Read the press release here.",9,828,1,13.0
275,2020-11-24,2,"Swiss specialty chemical company, Sika, has announced that it has commissioned a new facility in Dubai to produce epoxy resins. Sika produces epoxy resins for flooring solutions—in other words, they sell epoxy coatings that make sure floors are ""hard-wearing and resilient to mechanical and chemical exposure"". By choosing this site in Dubai the company is ""increasing [its] competitiveness and specifically strengthening [its] position in the region’s flooring solutions market"". Sika expects the construction industry in the region to recover quickly from COVID-19 and to see increased growth in the coming years.Read the press release here.",5,643,1,10.0
276,2020-11-25,0,"UK-based chemicals company, Ineos, has announced that it will be buying out Sasol's share of the companies' joint-venture HDPE plant outside of Houston, TX. Back in 2014, Ineos and Sasol formed a joint venture, called Gemini HDPE LLC, to act as a toll-manufacturer of bimodal high-density polyethylene (HDPE) for the two companies. Three years later the plant began operations. Now, Sasol is selling its 50% stake in the joint venture to Ineos for $404 million. Sasol has been struggling with high debt (nearly $12 billion) and lower crude oil prices (COVID-19) haven't been helping. The sale will help achieve Sasol's ""strategic and financial objectives by accelerating the focus on specialty chemicals and reducing net debt"". Ineos on the other hand is looking to grow, and a sizeable portion of HDPE demand growth is in bimodal HDPE products (like pipes and films).Read the press release here.",7,896,2,5.0
277,2020-11-25,1,"Specialty chemicals company based out of Belgium, Solvay, has announced the sale of its barium, strontium, and sodium percarbonate businesses to a private equity firm. Barium and strontium compounds and their co-products find themselves in ""TV displays, glass, ferrites, bricks, tiles and ceramics"" and more. The sale of that business includes a joint venture with Chemical Products Corporation (CPC) that started quite a while back. Solvay's sodium percarbonate business (which you'll find in cleaning products) had a good year because of COVID-19 and is part of the deal as well. According to Solvay, the sale is ""a key step towards streamlining Solvay’s portfolio while reducing the Group’s footprint by exiting its position in niche technical-grade chemicals markets"". In other words, Solvay wants to take the cash and invest it elsewhere—ideally somewhere with better predicted returns.Read the press release here.",7,919,2,1.0
278,2020-11-25,2,"A subsidiary of Koch Industries, Koch Fertilizer, has announced that it will be investing $140 million to expand ammonia production at its site in Fort Dodge, Iowa. The company is looking to ""revamp existing production processes"" to increase ammonia production. The improvements will allow the plant to produce an additional 220 tons of ammonia each day. That additional ammonia will be either be sold as pure ammonia (currently they do 1,000 tons of this per day) or it will be used to produce UAN solution (currently they do 1,800 tons of this per day). Construction is set to begin in 2021, and the revamped processes should be operational by Q3 2022. The plant, which opened in 1964, was bought by Koch back in 2003. Since the acquisition, Koch has been throwing quite a bit of money at it. Recently, the company finished expanding its ammonia storage and its ammonia loading capacity. It looks like this expansion has been a long time coming.Read the press release here.",8,975,2,3.0
279,2020-11-26,0,"Each year Americans consume about 46 million turkeys for Thanksgiving. That's 20% of all turkeys eaten each year. Virtually all of them are wrapped in plastic, which raises some questions:Why is that plastic so critical?What type of plastic is it?Who is making those polymers?What would we do without those polymers?Read The Column's full article on Medium to learn how petrochemical companies have a stake in your Thanksgiving dinner.",5,435,3,153.0
280,2020-11-26,1,"Swedish specialty chemicals company, Perstorp, has announced its plans to build a sustainable methanol plant in Sweden. Methanol is produced by combining CO2 and hydrogen. The CO2 will be a combination of what is captured from the plant and gasified residue streams. The hydrogen will come from the electrolysis of water and the steam reforming bio-based methane. The project would be done in cooperation with Fortum, Uniper, and Nature Energy. These three companies will need to align all of their goals and acquire funding (probably a good bit from the government). If all goes well then the plant should begin production in 2025.Read the press release here.",5,660,3,8.0
281,2020-11-26,2,"US-based chemical company, Eastman Chemical, has announced that it intends on increasing its tertiary amine capacity at its site in Ghent, Belgium. When Eastman says tertiary amine they are referring to dimethyl-dodecyl amine (DIMLA). DIMLA is a surfactant used to produce other chemicals that end up in hand sanitizers, wipes, sprays, liquid dish soap, and other household cleaning products. Recently, Eastman increased capacity at its site in Pace, Florida which made it the largest of its kind in the world. The demand for the products DIMLA has a part in are on the rise, and Eastman says that if ""customers support our expansions, we will continue to invest"".Read more here on ICN.",6,686,3,7.0
282,2020-11-27,0,"Subsidiary of Indorama Ventures, FiberVisions, has announced that it will be expanding its bicomponent fiber production at its site in Covington, Georgia. These specialty fibers are made of two different polymer materials. Different combinations give customers plenty of choices to meet their unique needs. The $48M expansion comes in response to ""a sharp increase in demand for hygiene products made with bicomponent fibers such as face masks and baby wipes"". The new production line should be up and running sometime in the first half of 2021.Read the press release here.",7,573,4,89.0
283,2020-11-27,1,"Danish chemical technology and catalysis company, Haldor Topsoe, and Brazilian petrochemical company, Braskem, have announced their first-ever production of bio-based monoethylene glycol (MEG). The majority of MEG produced is used to make polyethylene terephthalate (PET). That PET mostly finds its way into textiles and soda bottles. Currently, nearly all MEG produced is made from fossil-based feedstocks (naphtha, gas, or coal). But thanks to Haldor Topsoe's industrial monosaccharide cracker, that same MEG can be produced from plant sugars or lignocellulosic sugars (from woody biomass or agricultural waste). Braskem's experience with bio-based chemicals makes it well-positioned to take this technology to scale.Read the press release here.",9,747,4,79.0
284,2020-11-27,2,"Swiss specialty chemical company, Clariant, has announced that it will be eliminating jobs while the company continues its divestments. Clariant ""foresees a reduction of approximately 1,000 positions in service and regional structures"". Of those 1,000 employees about one-third of them are part of businesses the company plans on divesting. You may want to blame COVID-19, but Clariant shifted its strategic plan before the virus. Clariant is trying to concentrate on faster-growing business segments (like catalysts, shampoo ingredients, and O&G specialty chemicals). Part of that plan includes divestments—the company sold its healthcare packaging business last year, its Masterbatch business earlier this year, and plans on selling its pigments business next.Read more here on Bloomberg.",7,790,4,24.0
285,2020-11-30,0,"German car manufacturer, Audi, and the Karlsruhe Institute for Technology (KIT) have announced that they are partnering to develop a sustainable recycling method for automotive plastics. Automotive plastics typically make up about 50% of a car's volume (but only 10% of its weight). The plastics used ""have to meet safety, heat resistance, and quality requirements"". That often requires difficult to recycle multilayer and hybrid plastics—the trade-off being that those plastics enable lightweight, cheap, and fuel-efficient vehicles. This partnership means that the two companies will jointly determine how a pyrolysis-based supply chain could become feasible. Audi will be removing the difficult to recycle ""fuel tanks, wheel trim parts, and radiator grills"" and sending them over to KIT. KIT will then develop a pyrolysis process to convert those parts into pyrolysis oil (which can be used to produce plastic).Read the press release here.",7,942,0,62.0
286,2020-11-30,1,"Leader in asset optimization software, Aspen Technology, has announced that Hengli Petrochemical has selected Aspen's adaptive process control technology for its integrated site in Dalian, China. The main benefit of Aspen's technology is that it allows engineers to perform maintenance on controllers without taking any of the controllers offline. That means companies can optimize plant operations without having to sacrifice production downtime. You can read more about it here. One of Hengli's VPs said that the software is ""part of the company’s holistic approach to future proof its intelligent plant concept"". Hengli wants to get the most out of its assets and Aspen's technology promises to help out.Read the press release here.",7,735,0,40.0
287,2020-11-30,2,"French oil major, Total, has announced that its refinery in Donges, France will be suspending its operations starting this morning. No surprises here—COVID-19 has slashed margins for refiners (read about crude oil price and margins here). The refinery has been operating at a loss, and demand for oil products isn't expected to increase soon enough. Total expects the refinery to be shut down for about 4 months. Total has been upgrading this refinery for quite some time now and plans on continuing those upgrades while the refinery is shut down.Read more here on Reuters.",6,573,0,46.0
288,2020-12-01,0,"The American Chemistry Council has recognized the passage of a new bill that will increase advanced recycling in Pennsylvania. Advanced recycling technologies, like the pyrolysis of post-use plastic, are enabling the recycling of mixed-plastic waste streams by converting them into pyrolysis oil. Recently, we've seen companies like Shell looking to purchase pyrolysis oil to produce plastics (instead of relying entirely on oil & gas feedstocks). The bill, HB 1808, amends the 40-year old Solid Waste Management Act by reclassifying post-use plastics as a raw material for manufacturing instead of as waste. This will allow new advanced recycling plants to operate without the fees and regulations levied on older plants that incinerate post-use plastic. The simple change will make the investment in advanced recycling plants more attractive.Read the press release here.",8,872,1,18.0
289,2020-12-01,1,"German chemical giant, BASF, has announced the completion of a new plant in Italy to produce additives for the plastics used in the agriculture industry. N-alkoxy (NOR) hindered amine light stabilizers (HALS), called NOR HALS, are a new type of plastic additive that is particularly resistant to chemicals such as pesticides, insecticides, or soil disinfection agents. This makes NOR HALS an attractive addition to polyolefins used as ""greenhouse covers, macro and small tunnels, nettings and substrate bags."". BASF's site in Pontecchio Marconi, Italy has been producing NOR HALS for a while now, but ""growing customer demand"" means more needs to be made. The new additives will enable more functional plastics and play an ""important role in helping farmers enhance crop productivity and food quality in an increasingly difficult environment."".Read the press release here.",6,872,1,8.0
290,2020-12-01,2,"Finnish refiner and the world's largest producer of renewable diesel, Neste, has announced that it will be shutting down its 55,000 barrel-per-day refinery in Naantali, Finland by March 2021. The site in Naantali will cease operations early next year, but will still be used as a terminal and port. The port at Naantali is the fifth-largest in Finland, and the Naantali site is integrated with Neste's Porvoo site next door. The Porvoo site isn't being shut down, but it is being converted to ""co-process crude oil and renewable feedstocks."". Just yesterday we saw Total suspend operations at one of its refineries, and we've seen plenty of other shutdowns in recent months. The pandemic has reduced demand for oil products and some companies, like Neste, believe that it's ""not expected to recover to previous levels"".Read more here on S&P Global.",6,848,1,4.0
291,2020-12-02,0,"German specialty chemical producer, Evonik, has announced additional investment in a Danish start-up that has developed a modular generator of hydrogen peroxide. Evonik is one of the largest producers of hydrogen peroxide with 13 plants and an annual production near 1 million metric tons. Today, the production of hydrogen peroxide is done almost exclusively by a process patented back in 1939 and relies heavily on an extensive supply chain that transports the hazardous chemical around the globe. The start-up, called HPNow, produces hydrogen peroxide with a proprietary electrocatalytic cell that consumes only water, electricity, and air. The company is targeting customers where the transport and storage of the chemical have restricted its use (like the agriculture industry). Evonik first invested a couple of years ago and is pouring more money into it because ""HPNow has been very successful over the past three years in developing and commercializing its technology"".Read the press release here.",8,1006,2,42.0
292,2020-12-02,1,"Clean hydrogen and chemicals producer, Monolith Materials, has announced that it has received an investment from Mitsubishi Heavy Industries (MHI) to support its emissions-free hydrogen production technology. Monolith is using methane pyrolysis to split natural gas into hydrogen and solid carbon (carbon black). The majority of that carbon black (70%) is used to pigment and reinforce tires, and most of the remainder is used in food packaging and inks. The hydrogen produced can then be used as energy storage or as a feedstock for chemicals (like ammonia). MHI produces the turbines you'll find at natural gas power plants, but there's been some talk about future turbines using a blend of hydrogen and natural gas for emission reductions. Monolith is promising clean hydrogen with its methane pyrolysis technology, and MHI just wants a piece of it.Read the press release here.",8,880,2,26.0
293,2020-12-02,2,"Thailand-based petrochemical company, Indorama Ventures (IVL), has announced that it has successfully acquired a $300M loan to invest in the recycling of polyethylene terephthalate (PET) bottles. We last saw IVL in the form of its fiber subsidiary, but the company is one of the largest producers of PET globally. Back in August, IVL announced that it had acquired a PET recycling facility in Poland. This financing package will allow the company to continue its expansion into PET recycling. IVL wants to produce a minimum of 750,000 tons of recycled PET by 2025 (that's 50 billion PET bottles per year). To put that in context, nearly 600 billion PET bottles are projected to be made next year.Read the press release here.",6,724,2,5.0
294,2020-12-03,0,"Canadian-based battery recycling start-up, Li-Cycle, has announced that its new battery recycling plant in Rochester, New York is now operational. Li-Cycle is tackling battery recycling by building decentralized ""spokes"" that will feed centralized ""hubs"". This new plant is a spoke—which means that it mechanically shreds used lithium-ion batteries to produce a mixture of lithium, manganese, cobalt, and nickel. That mixture is then sent to a hub to refine all of the materials for reuse (a hub in Rochester is coming soon). Conventional battery recyclers used a smelting process to recover battery materials, but Li-Cycle uses a hydrometallurgical process that enables recoveries greater than 95% (instead of 50%). The company sees the news as ""a crucial step in scaling Li-Cycle's technology and creating a strong foundation for the circular supply chain for lithium-ion batteries"".Read the press release here.",6,913,3,47.0
295,2020-12-03,1,"Global petrochemical corporation, LyondellBasell, has announced that two of its polypropylene (PP) technologies were selected by Kaijin Blue Sky Energy to build a new facility in Wenzhou, China. LyondellBasell's Spheripol technology was chosen for a 600,000 ton per year PP plant, and its Spherizone technology was chosen for a 300,000 ton per year PP plant. The two technologies are the most widely used PP production processes in the world. About half of the world's newest polypropylene plants are being built in Asia (nearly 90 million tons are made per year). You can read all about PP here, but the majority of the polymer finds its way into packaging, equipment, household appliances, and the automotive industry.Read the press release here.",8,748,3,5.0
296,2020-12-03,2,"Direct air carbon capture (DAC) company, Climeworks, has announced that it has begun construction of what will be the world's largest DAC plant (for now). The plant, once operational in early 2021, will capture and sequester 4,400 tons of CO2 per year. That may sound like a lot, but the typical passenger vehicle emits about 5,000 tons of CO2 per year. Pulling CO2 out of thin air is no easy feat—that's because air contains just 400 ppm CO2 (roughly 0.04%). Technologies to do this at a meaningful scale are still under development, but Climework's new plant is about to be dwarfed by a new plant in West Texas. That new plant, a joint venture between Occidental Petroleum and Carbon Engineering, will capture 1 million tons per year (250,000 cars).Read the press release here.",8,779,3,39.0
297,2020-12-04,0,"Houston-based infrastructure group, Arcanum, has announced that its ethylene to 1-butene facility in Baytown, TX has begun production. Companies like Arcanum acquire and develop assets to supply materials for specific customers. Those customers get the cost-related benefits of raw material integration, but they don't have to invest their capital or own the asset. The 1-butene the company is producing will primarily be used as a co-polymer for the production of LLDPE and HDPE. Arcanum operates two units at this site (each produces 50,000 tons of 1-butene per year) using Axens' AlphaButol process technology. While this is the first time this technology has been used in the US, the CEO of Arcanum believes that the company could eventually become the largest 1-butene supplier in the world.Read the press release here.",10,824,4,42.0
298,2020-12-04,1,"German specialty chemicals company, Lanxess, has announced that it will be expanding the world's largest plant for synthetic iron oxide pigments. Lanxess' site in Krefeld-Uerdingen, Germany produces nearly 300,000 metric tons of synthetic iron oxide pigments. Lanxess is expanding its capacity to produce black synthetic iron oxide pigments by an additional 5,000 metric tons per year. Iron oxides are inexpensive and durable pigments for things like paints, coatings, and colored concrete (read all about them here). Lanxess is giving thanks to the ""increased demand from the construction industry, in particular for [its] unique black pigments to color concrete"". The black coloration of concrete ""has been a trend for some time now"" and Lanxess is hoping to serve that market by producing more of that pigment.Read the press release here.",6,841,4,24.0
299,2020-12-04,2,"Finnish refiner and the world's largest producer of renewable diesel, Neste, has acquired a minority stake in Amsterdam's main international airport's fuel storage company. The fuel storage company is a joint venture between several airlines and fuel companies (like Shell and BP). Buying in will allow Neste to offer its sustainable aviation fuel (SAF) to any airline looking to refuel at the airport. Neste produces SAF from 100% renewable sources and blends it with traditional aviation fuel. Biofuels are currently the only viable method of reducing emissions associated with aviation. According to Neste's CEO the acquisition ""is an important milestone in expanding the supply of SAF at a major global airport"".Read more here on Biofuels-News.",7,748,4,29.0
300,2020-12-07,0,"US-based agriculture conglomerate, Cargill, the French Institute of Petroleum, and process technology company, Axens, have announced that they will be collaborating to produce bio-based acrylic acid. 7 years ago, Proctor & Gamble filed a patent describing the conversion of lactic acid to acrylic acid using a dehydration catalyst made of metal-containing phosphate salts. Cargill (a leader in the production of lactic acid) was awarded an exclusive license to develop the technology and is bringing on a couple of companies to help commercialize the process.  One of the main uses for acrylic acid is in the production of superabsorbent polymers—the kind you'll find in diapers (P&G owns Pampers and Luvs, so that's their angle). Acrylic acid is typically produced by the oxidation of propylene, and that propylene is a product of steam cracking petroleum gases. Finding a bio-based route to acrylic acid, like through lactic acid (it's made from corn), could make diapers more sustainable.Read the press release here.",14,1019,0,121.0
301,2020-12-07,1,"Specialty chemicals company, Standard Lithium, has announced the successful completion of its proof-of-concept lithium extraction and crystallization technology. Arkansas is home to a lot of subsurface brine, which has been used to produce bromine since the 1970s. That bromine production results in waste tail brine containing lithium. Lanxess, one of the bromine producers in the area, has a joint venture with Standard Lithium to put that lithium to use. Standard Lithium was able to extract the lithium in the form of LiCl, ship it to another pilot plant in Canada, and convert it into lithium carbonate (more details here). That lithium carbonate can then be used to produce the cathode material for lithium-ion batteries.Read the press release here.",9,755,0,91.0
302,2020-12-07,2,"Norway-based silicon company, Elkem, has announced the opening of its new silicones production facility in Shanghai, China. Silicones are polymers of siloxane and are typically used as sealants, adhesives, lubricants, and thermal or electrical insulation. In an electric vehicle (EV) silicones are used to ""ensure electrical integrity (durability, electrical insulation, fire resistance) and electronic components protection (sealing, bonding, and potting of parts)"". EVs contain on average ""four times more silicones than a traditional car"". As demand for EVs continues to rise (some think 1/3 of new cars sold will be electric by 2030) the demand for silicones will rise as well. This facility is a direct response to that demand and will produce silicones made specifically for EVs.Read the press release here.",7,813,0,29.0
303,2020-12-08,0,"Plastics recycling company, Quality Circular Polymers (QCP), has announced that it has acquired another plastics recycling company based in Belgium called Tivaco. QCP is a 50/50 joint venture (JV) between a petrochemical company (LyondellBasell) and a French environmental services company (Suez). The JV was formed back in 2018, and has been converting consumer waste into about 30,000 tons of recycled PP and HDPE since then. LyondellBasell said that it hopes to ""produce and market 2 million tons per year of recycled and renewable source-based polymers by 2030"". This acquisition will bring that tally up to 55,000 tons per year—so they still have quite a way to go. In any case, it's clear that LyondellBasell is diversifying its way into the recycling industry. The world demands over 300 million tons of plastic per year. While petrochemical companies are trying to expand into recycling, they can't stop supplying the world with the plastic it needs in the meantime.Read the press release here.",10,1002,1,29.0
304,2020-12-08,1,"American chemicals producer, Huntsman, has announced that it has acquired specialty chemicals company Gabriel Performance Products for $250 million. Gabriel Performance Products mainly produces ""specialty additives and epoxy curing agents for the coatings, adhesives, sealants and composite end-markets"". The company operates 3 manufacturing sites in the US and did just over $100 million in sales last year. Earlier this year Huntsman acquired CVC Thermoset Specialties (who serves the same markets) in a similar deal. The two newly acquired companies complement one another to offer a wide range of solutions. The main goal of the acquisitions (and a divestment we saw not too long ago) was to strengthen Huntsman's ""Advanced Material's portfolio and broadened [its] offerings to the market"".Read the press release here.",7,822,1,17.0
305,2020-12-08,2,"One of the world's largest fertilizer production companies, Yara International, has announced its hopes to build a full-scale green ammonia plant in Norway. A couple of months ago Yara announced its plans to produce green ammonia in the Netherlands. That plant will produce about 75,000 tons of green ammonia per year, but this future plant may produce 500,000 tons per year. Green ammonia can only be made with green hydrogen. Producing hydrogen without emissions is expensive, so to ""make its vision of zero-emission ammonia production in Norway a reality, Yara is seeking partners and government support."".Read the press release here.",8,637,1,17.0
306,2020-12-09,0,"Brazilian petrochemical giant, Braskem, has announced its intent to partner with US-based chemical recycling start-up, Encina, to produce a recycled propylene feedstock for Braskem to produce recycled polypropylene (PP). Encina announced plans over the summer to build a $255 million plant in the first half of 2021. Like many other chemical recyclers, Encina's process technology involves the pyrolysis of mixed plastic waste—but this company's main goal is to produce BTX from that waste. That BTX can be used to produce a variety of different petrochemicals (check out this flow diagram here). While Encina's process will mainly produce BTX, the company discovered a capability that allows them ""to convert about 20–30% of its end product to refinery-grade propylene"". Braskem is a world leader in the polymerization of propylene and wants to be able to produce large amounts of recycled PP from this feedstock in the future.Read the press release here.",11,956,2,61.0
307,2020-12-09,1,"Poland's state-controlled largest refiner, PKN Orlen, has announced its new strategy for the years leading up to 2030. The company said it will be spending about $23 billion on ""new prospective growth areas, related mainly to renewable energy and advanced petrochemicals"" and $15 billion on enhancing ""the efficiency of the Group’s existing assets."". Those changes will reduce PKN Orlen's CO2 emissions by 20% in its refining and petrochemical assets and 33% in its power-generation business. The Polish refiner said that ""half of the Group’s profits from crude oil processing will be derived from the petrochemical business"" by 2030. The company intends on increasing its production of olefins, base chemicals, and polymers in the coming years. Part of that plan includes investments in biomaterials and recycling (they want to produce 400,000 tons of recycled plastics per year by 2030).Read the press release here.",4,917,2,13.0
308,2020-12-09,2,"Finland's pulp and paper manufacturer, Stora Enso, has announced a $17 million investment in the production of granulated lignin at its Sunila Mill in Finland. Lignin is a naturally occurring polymer that makes up roughly 20-30% of the dry mass of wood. The biobased material can be used ""as a phenol replacement in adhesives, as a bio-based natural binder replacing bitumen in asphalt, and in bioplastics"". This granulated form of lignin is reportedly ""a more efficient way of handling dry lignin and delivering it in bulk containers"". The company describes lignin as one of ""the key innovation areas for delivering growth on new applications, such as energy storage, binders, and carbon fiber."".Read the press release here.",4,725,2,10.0
309,2020-12-10,0,"Advanced recycling start-up, Agilyx, has announced that it has signed a memorandum of understanding (MoU) with a private energy developer to evaluate the construction of a plastics to energy plant in Australia. We last saw Agilyx back in September when they announced plans to build an advanced polystyrene (PS) recycling plant just outside of Chicago, Illinois. This time, the company is using pyrolysis to depolymerize a mixed plastic stream instead of a pure waste polystyrene feedstock. The pyrolysis of mixed plastic waste produces a mixture of carbon compounds (Agilyx calls it Agilyx Synthetic Crude Oil). That ""crude oil"" can then be separated into individual chemicals (which takes energy) and converted into other chemicals (to be sold), or that crude can be burned as a source of energy. Agilyx is in the business of taking plastic waste and converting it into a more useful resource. Its customers are the ones who are deciding what to do with that resource.Read the press release here.",6,998,3,67.0
310,2020-12-10,1,"Swiss specialty chemicals company and catalyst producer, Clariant, has announced that its MegaMax 800 catalyst set a production record at Baofeng Energy's methanol plant. The methanol plant is part of a larger coke oven gas (COG) to olefins complex. COG is formed by heating coal in the absence of air, and in China, roughly 17% of methanol production is based on that COG. Clariant's catalyst is used to convert that gas into methanol, and further down the line, the methanol is converted to olefins. Baofeng Energy's plant was initially loaded with a different catalyst when it was constructed. After making the switch to Clariant's catalyst the unit can now produce 117% of its planned design capacity.Read the press release here.",7,733,3,76.0
311,2020-12-10,2,"Norwegian state-owned energy company, Equinor, has announced that it will be joining Shell in Europe's largest green hydrogen project. The project, called NortH2, ""aims to produce green hydrogen using renewable electricity from offshore wind off the coast of the Netherlands"". The current goals are to achieve ""a capacity of 1 GW in 2027, 4 GW by 2030 and 10+ GW by 2040"" for hydrogen production by water electrolysis. NortH2 is still in its infancy (launched in February 2020) and is only meant to complete its feasibility study by the end of next year. In any case, European oil majors are exploring green hydrogen—instead of waiting for it to achieve cost parity by itself.Read the press release here.",6,704,3,33.0
312,2020-12-11,0,"German specialty chemicals company, Evonik, has acquired one of Durect Corporation's biodegradable polymer brands for $15 million. Evonik's new biodegradable polymer, branded as Lactel, is a copolymer called poly(lactide-co-glycolide) (PLG or PLGA). It's two monomers (glycolic acid and lactic acid) produce a polymer known for its biocompatibility. The polymer is ""widely used as a functional excipient to control the release of parenteral drug products"". Evonik believes that the Lactel business will strengthen its ""position as a preferred development partner and solutions provider for pharmaceutical and medical device customers"". The company wants to be the go-to CDMO, and PLGA stands to profit from advances in ""drug delivery, biomaterials for tissue engineering, and the 3D printing of implantable medical devices"".Read the press release here.",9,852,4,35.0
